酒名英文字段,酒名中文字段,年份字段,单价字段,散支字段,官网链接,供货商,供货商代码,上传时间
Harlan Estate (owc),哈兰酒庄 (原箱),2004.0,8000.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Bin 707,奔富 707,1993.0,2500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Bin 707,奔富 707,1990.0,2200.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Grange,葛兰许,1996.0,3200.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Grange,葛兰许,1987.0,3400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Grange (owc),葛兰许 (原箱),1996.0,3200.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Penfolds Grange (owc),葛兰许 (原箱),1995.0,2950.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Art Series Chardonnay, Leeuwin Estate",露纹酒庄. 艺术系列 霞多丽,2015.0,800.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Noon Reserve Shiraz,,2005.0,1000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Clos Ste Hune Riesling, Trimbach",婷芭克. 圣诡楼,2013.0,1850.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Clos Ste Hune Riesling, Trimbach (owc)",婷芭克. 圣诡楼 (原箱),2015.0,1950.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Gewurtraminer Clos Windsbuhl, Zind Humbrect 1.5L",,2003.0,1050.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Haut Brion,侯伯王,1997.0,3100.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Haut Brion,侯伯王,1996.0,3800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Haut Brion,侯伯王,1988.0,3600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Mission Haut Brion,修道院 侯伯王,1997.0,1800.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Mission Haut Brion,修道院 侯伯王,1978.0,4000.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pape Clement 1.5L (owc),黑教皇 1.5L (原箱),1999.0,2100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Domaine de Chevalier (owc),骑士庄 (原箱),2019.0,500.0,41,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Domaine de Chevalier (owc),骑士庄 (原箱),2018.0,530.0,32,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Domaine de Chevalier 6L,骑士庄 6L,2017.0,4300.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Domaine de Chevalier 6L (owc),骑士庄 6L (原箱),2019.0,5500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Charmail,夏美,2005.0,380.0,20,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Lagune 1.5L,拉拉贡 1.5L,1969.0,2900.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Poujeaux 6L (owc),宝树 6L (原箱),1997.0,4500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Brane Cantenac 1.5L,布朗康田 1.5L,1982.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau d'Issan 6L,迪仙 6L,2001.0,6800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau du Tertre,杜特,2005.0,550.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau du Tertre,杜特,1967.0,1100.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Margaux,玛歌,2020.0,4050.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Margaux (soiled label),玛歌 (污标),1971.0,2950.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Margaux 1.5L (soiled label),玛歌 1.5L (污标),1983.0,8500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Palmer,宝马,2000.0,2500.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Palmer,宝马,1998.0,1900.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Palmer,宝马,1993.0,1650.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Palmer,宝马,1991.0,1900.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Palmer,宝马,1982.0,2850.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Carruades de Lafite,拉菲副牌,1998.0,1650.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Carruades de Lafite (soiled label),拉菲副牌 (污标),1998.0,1450.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Batailley 6L (owc),巴特利 6L (原箱),2010.0,6000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild,拉菲,2002.0,4200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild,拉菲,1994.0,4350.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild,拉菲,1994.0,4350.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild,拉菲,1993.0,4400.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild,拉菲,1991.0,4500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (owc),拉菲 (原箱),2000.0,8500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (owc),拉菲 (原箱),2000.0,8500.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (owc),拉菲 (原箱),1993.0,4400.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (soiled label),拉菲 (污标),2002.0,4000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (soiled label),拉菲 (污标),2000.0,7700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (soiled label),拉菲 (污标),1989.0,4950.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (soiled label),拉菲 (污标),1986.0,6500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild (soiled label),拉菲 (污标),1965.0,3800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild 1.5L,拉菲 1.5L,1982.0,49000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafite Rothschild 6L,拉菲 6L,1996.0,90000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Latour,拉图,1999.0,3900.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Latour,拉图,1995.0,4150.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Latour,拉图,1989.0,4100.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Latour,拉图,1971.0,5200.0,7,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lynch Bages 6L (owc),靓次伯 6L (原箱),2019.0,8600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild,木桐,1996.0,4450.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild,木桐,1986.0,6000.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild,木桐,1957.0,7200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild (owc),木桐 (原箱),2020.0,3900.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild (owc),木桐 (原箱),2006.0,3650.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild (soiled label),木桐 (污标),1986.0,5800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild (soiled label),木桐 (污标),1957.0,6800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild 1.5L,木桐 1.5L,1999.0,8200.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Mouton Rothschild 1.5L,木桐 1.5L,1999.0,8200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Baron,男爵,1996.0,1500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande,女爵,2000.0,2150.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande,女爵,1990.0,1750.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande,女爵,1983.0,1750.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande (owc),女爵 (原箱),2020.0,1200.0,18,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande 3L (owc),女爵 3L (原箱),2003.0,5200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande 6L,女爵 6L,2017.0,8500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pichon Lalande 6L (owc),女爵 6L (原箱),2019.0,15000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Le Petit Mouton (owc),木桐 副牌 (原箱),2020.0,1350.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Les Forts de Latour,拉图 副牌,1991.0,1400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gazin,嘉仙,1990.0,1800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Gazin 6L,嘉仙 6L,2001.0,8700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Hosanna,奥萨娜,2009.0,2000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Hosanna,奥萨娜,2001.0,1300.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Hosanna (owc),奥萨娜 (原箱),2009.0,2000.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Hosanna (owc),奥萨娜 (原箱),2006.0,1200.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Eglise Clinet,克里奈教堂,2007.0,1050.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Eglise Clinet 1.5L,克里奈教堂 1.5L,2011.0,2200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Eglise Clinet 6L,克里奈教堂 6L,2013.0,9200.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Evangile,乐王吉,1998.0,2350.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Evangile,乐王吉,1995.0,1700.0,17,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Evangile,乐王吉,1990.0,2600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Evangile,乐王吉,1968.0,1800.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'Evangile (soiled label),乐王吉 (污标),1995.0,1700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante,康色杨,2000.0,2350.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante,康色杨,2000.0,2350.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante,康色杨,1990.0,3300.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante,康色杨,1989.0,2800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante,康色杨,1985.0,2600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Conseillante (soiled label),康色杨 (污标),1990.0,2800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafleur,花庄,1996.0,4700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafleur,花庄,1995.0,5800.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafleur (owc),花庄 (原箱),2007.0,4100.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafleur (owc),花庄 (原箱),2004.0,4350.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Lafleur (owc),花庄 (原箱),1999.0,4750.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chateau Petit Village (base neck, soiled label)",小村庄 (污标),1947.0,3550.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
"Chateau Petit Village (high shoulder, soiled label)",小村庄 (污标),1947.0,2750.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Petit Village 5L,小村庄 5L,1989.0,8000.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,2009.0,2400.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,2005.0,2500.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,2000.0,2600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,1995.0,2200.0,10,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,1990.0,3400.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy,卓龙,1978.0,2500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy (owc),卓龙 (原箱),1998.0,3900.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Trotanoy 1.5L,卓龙 1.5L,1998.0,8200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
La Petite Eglise 1.5L,克里奈教堂 副牌 1.5L,2013.0,550.0,9,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vieux Chateau Certan,老色丹,2005.0,2200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Vieux Chateau Certan,老色丹,1990.0,2400.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau d'Yquem,滴金,1996.0,2350.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau d'Yquem,滴金,1989.0,3400.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau d'Yquem,滴金,1986.0,2800.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau d'Yquem,滴金,1983.0,3500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Rieussec,莱斯古堡,1990.0,950.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Angelus,金钟,1999.0,2550.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Angelus,金钟,1998.0,3600.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Angelus,金钟,1995.0,2800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Ausone,奥松,1999.0,4350.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Canon,卡隆,1980.0,1400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cheval Blanc,白马,1989.0,4400.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cheval Blanc,白马,1988.0,4000.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cheval Blanc,白马,1978.0,3700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cheval Blanc,白马,1968.0,4800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Cheval Blanc (soiled label),白马 (污标),1988.0,3700.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac,飞卓,2018.0,1700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac,飞卓,2001.0,2300.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac,飞卓,1999.0,1800.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac,飞卓,1985.0,1600.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac (owc),飞卓 (原箱),2019.0,1600.0,11,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac 6L (owc),飞卓 6L (原箱),2020.0,15000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac 6L (owc),飞卓 6L (原箱),2018.0,14500.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Figeac 6L (owc),飞卓 6L (原箱),2017.0,13000.0,3,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau L'If,紫杉,2015.0,1150.0,22,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Clotte,克洛特,2014.0,550.0,98,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau La Fleur Morange,莫朗庄,2005.0,1100.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pavie,柏菲,1974.0,1500.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pavie (owc),柏菲 (原箱),1999.0,2000.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pavie 1.5L,柏菲 1.5L,1998.0,4600.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Pavie Macquin,柏菲玛凯,1967.0,1200.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Quinault L'Enclos,君豪庄,2006.0,330.0,18,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Quinault L'Enclos,君豪庄,2006.0,330.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Soutard,苏达庄,1966.0,1800.0,1,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf,罗特波夫,2011.0,1300.0,12,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf,罗特波夫,2009.0,2400.0,4,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf,罗特波夫,2004.0,1650.0,28,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf,罗特波夫,1997.0,1900.0,5,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf,罗特波夫,1989.0,2700.0,2,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Tertre Roteboeuf (owc),罗特波夫 (原箱),2006.0,1450.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Troplong Mondot,卓龙梦特,1989.0,1600.0,6,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
Chateau Valandraud,瓦兰德鲁,2006.0,1400.0,8,https://www.aplus-wine.com/,A Plus Wine Cellar Co Ltd (002),002,2025-04-13 13:19:35
